year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,3,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19514.00,2938.00,814.86,80.75,701.39,0.95,1340.05,114.00,18.00,241658.00,85143.00,15254.00,39539.00,60.00,101662.00
2025,3,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",956.00,152.00,58.65,1.12,41.11,0.00,51.11,5.00,6.00,10328.00,4480.00,38.00,2312.00,0.00,3498.00
2025,3,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",666.00,99.00,51.13,2.77,22.98,0.00,22.13,1.00,3.00,7689.00,4135.00,215.00,1191.00,0.00,2148.00
2025,3,DL,Delta Air Lines Network,BOS,"Boston, MA: Logan International",2009.00,444.00,153.96,4.24,148.23,0.96,136.61,16.00,2.00,40225.00,19334.00,585.00,9060.00,52.00,11194.00
2025,3,DL,Delta Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",417.00,84.00,42.26,1.68,12.94,1.00,26.13,1.00,1.00,5621.00,2629.00,348.00,785.00,38.00,1821.00
2025,3,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",545.00,80.00,32.78,0.31,14.41,0.00,32.49,1.00,0.00,5562.00,2429.00,24.00,747.00,0.00,2362.00
2025,3,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",784.00,223.00,80.59,0.17,104.89,0.00,37.35,5.00,6.00,12048.00,4881.00,21.00,4416.00,0.00,2730.00
2025,3,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",902.00,158.00,54.74,1.91,48.83,0.00,52.53,1.00,3.00,7633.00,3068.00,185.00,1698.00,0.00,2682.00
2025,3,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1004.00,235.00,89.87,3.74,87.71,0.00,53.68,9.00,8.00,15314.00,6216.00,477.00,5056.00,0.00,3565.00
2025,3,DL,Delta Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",4767.00,745.00,232.52,13.32,209.05,0.00,290.11,12.00,7.00,60111.00,22699.00,2545.00,11276.00,0.00,23591.00
2025,3,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",528.00,159.00,60.48,1.39,71.30,0.00,25.83,2.00,1.00,11485.00,5445.00,145.00,4109.00,0.00,1786.00
2025,3,DL,Delta Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1199.00,322.00,95.61,3.60,146.11,0.00,76.68,14.00,8.00,21706.00,6016.00,339.00,9219.00,0.00,6132.00
2025,3,DL,Delta Air Lines Network,IAD,"Washington, DC: Washington Dulles International",256.00,59.00,33.71,0.00,10.52,0.00,14.77,1.00,0.00,3294.00,2007.00,0.00,431.00,0.00,856.00
2025,3,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",675.00,110.00,49.78,1.35,34.34,0.00,24.53,3.00,2.00,6421.00,3738.00,55.00,1193.00,0.00,1435.00
2025,3,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2476.00,541.00,151.83,11.58,247.11,0.00,130.48,16.00,13.00,45883.00,15680.00,3155.00,16042.00,0.00,11006.00
2025,3,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1418.00,310.00,114.15,5.81,123.14,0.06,66.83,5.00,0.00,17635.00,7946.00,1127.00,4716.00,54.00,3792.00
2025,3,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2942.00,481.00,172.53,4.51,154.30,0.00,149.66,8.00,7.00,34964.00,18148.00,234.00,5385.00,0.00,11197.00
2025,3,DL,Delta Air Lines Network,LGA,"New York, NY: LaGuardia",2270.00,599.00,182.49,8.53,215.68,0.00,192.31,32.00,15.00,42042.00,14362.00,955.00,11282.00,0.00,15443.00
2025,3,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1900.00,467.00,179.40,2.16,163.59,0.00,121.85,13.00,4.00,35886.00,14622.00,99.00,10500.00,0.00,10665.00
2025,3,DL,Delta Air Lines Network,MDW,"Chicago, IL: Chicago Midway International",119.00,18.00,10.71,0.64,2.12,0.00,4.53,0.00,1.00,997.00,618.00,14.00,120.00,0.00,245.00
2025,3,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",1003.00,293.00,95.97,2.65,137.48,0.94,55.97,5.00,4.00,21180.00,6572.00,246.00,8982.00,30.00,5350.00
2025,3,DL,Delta Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5436.00,898.00,245.74,14.06,245.99,0.83,391.39,14.00,8.00,70289.00,22419.00,3333.00,11802.00,29.00,32706.00
2025,3,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",779.00,158.00,69.48,1.88,52.42,1.00,33.22,4.00,4.00,11972.00,5657.00,191.00,2997.00,80.00,3047.00
2025,3,DL,Delta Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",470.00,111.00,52.10,1.00,27.72,0.00,30.18,1.00,0.00,6787.00,2939.00,277.00,1170.00,0.00,2401.00
2025,3,DL,Delta Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",939.00,188.00,81.59,3.13,58.29,0.00,44.99,2.00,1.00,12998.00,7084.00,184.00,3083.00,0.00,2647.00
2025,3,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",774.00,152.00,55.48,1.39,61.81,0.00,33.32,1.00,5.00,7894.00,3534.00,127.00,2054.00,0.00,2179.00
2025,3,DL,Delta Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",2591.00,339.00,124.93,3.64,89.13,1.00,120.30,8.00,16.00,22428.00,9722.00,389.00,3464.00,30.00,8823.00
2025,3,DL,Delta Air Lines Network,SFO,"San Francisco, CA: San Francisco International",1082.00,260.00,69.36,2.09,142.91,0.00,45.64,2.00,2.00,16396.00,4926.00,183.00,8060.00,0.00,3227.00
2025,3,DL,Delta Air Lines Network,SLC,"Salt Lake City, UT: Salt Lake City International",4818.00,661.00,216.12,10.32,172.55,0.00,262.01,7.00,2.00,44390.00,20325.00,1124.00,6290.00,0.00,16651.00
2025,3,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",1192.00,311.00,117.95,1.59,100.92,0.00,90.54,9.00,1.00,22945.00,8023.00,238.00,7245.00,0.00,7439.00
2025,2,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",16713.00,2935.00,778.04,104.07,864.23,1.55,1187.11,33.00,10.00,219491.00,90029.00,11521.00,37043.00,46.00,80852.00
2025,2,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",743.00,137.00,64.63,0.81,35.24,0.00,36.32,1.00,0.00,10935.00,6287.00,60.00,1718.00,0.00,2870.00
2025,2,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",549.00,94.00,48.02,1.30,21.58,0.00,23.10,0.00,2.00,4431.00,2462.00,82.00,865.00,0.00,1022.00
2025,2,DL,Delta Air Lines Network,BOS,"Boston, MA: Logan International",1695.00,346.00,95.81,14.66,96.90,0.00,138.64,9.00,2.00,29249.00,9636.00,4183.00,5244.00,0.00,10186.00
2025,2,DL,Delta Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",359.00,58.00,24.24,1.81,15.75,1.00,15.21,2.00,0.00,3583.00,1573.00,239.00,577.00,112.00,1082.00
2025,2,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",472.00,84.00,54.92,0.93,11.93,0.00,16.22,0.00,0.00,5174.00,3587.00,89.00,540.00,0.00,958.00
2025,2,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",692.00,292.00,47.32,4.11,213.63,0.00,26.94,5.00,8.00,19412.00,3610.00,295.00,13604.00,0.00,1903.00
2025,2,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",732.00,207.00,83.03,3.68,86.75,0.00,33.54,3.00,0.00,12433.00,6737.00,374.00,3351.00,0.00,1971.00
2025,2,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",892.00,194.00,74.50,5.24,62.70,0.00,51.56,7.00,0.00,12949.00,5046.00,607.00,3425.00,0.00,3871.00
2025,2,DL,Delta Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",3942.00,706.00,212.93,16.19,154.63,0.00,322.24,7.00,7.00,54984.00,22087.00,1740.00,7161.00,0.00,23996.00
2025,2,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",471.00,138.00,61.09,3.99,57.90,0.00,15.02,1.00,1.00,10628.00,4527.00,1802.00,3059.00,0.00,1240.00
2025,2,DL,Delta Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1033.00,255.00,102.52,2.90,97.84,0.00,51.74,2.00,0.00,15071.00,6728.00,178.00,4218.00,0.00,3947.00
2025,2,DL,Delta Air Lines Network,IAD,"Washington, DC: Washington Dulles International",205.00,55.00,28.56,3.32,9.44,0.00,13.68,0.00,0.00,3124.00,1817.00,477.00,270.00,0.00,560.00
2025,2,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",550.00,115.00,51.05,4.13,39.56,0.00,20.26,1.00,0.00,7207.00,3541.00,407.00,1473.00,0.00,1786.00
2025,2,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2152.00,418.00,120.44,10.62,138.78,0.00,148.16,10.00,3.00,34399.00,12248.00,2812.00,8487.00,0.00,10852.00
2025,2,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1193.00,309.00,96.17,4.05,152.51,0.00,56.26,2.00,2.00,21505.00,8414.00,217.00,9724.00,0.00,3150.00
2025,2,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2472.00,490.00,166.24,11.23,174.97,1.54,136.02,2.00,5.00,41240.00,21630.00,842.00,7552.00,145.00,11071.00
2025,2,DL,Delta Air Lines Network,LGA,"New York, NY: LaGuardia",2056.00,406.00,134.13,5.25,118.93,0.00,147.69,19.00,15.00,36368.00,16025.00,1667.00,8039.00,0.00,10637.00
2025,2,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1602.00,392.00,150.90,10.80,139.12,0.00,91.18,4.00,3.00,24882.00,11536.00,1581.00,5930.00,0.00,5835.00
2025,2,DL,Delta Air Lines Network,MDW,"Chicago, IL: Chicago Midway International",106.00,18.00,8.17,0.00,3.21,0.00,6.62,0.00,0.00,1079.00,394.00,0.00,137.00,0.00,548.00
2025,2,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",883.00,207.00,75.71,3.97,81.10,0.36,45.86,1.00,0.00,14950.00,6720.00,1368.00,3630.00,39.00,3193.00
2025,2,DL,Delta Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4338.00,686.00,211.13,18.75,192.74,0.00,263.38,8.00,0.00,49742.00,20016.00,2860.00,7633.00,0.00,19233.00
2025,2,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",634.00,160.00,70.16,2.31,52.55,0.00,34.98,3.00,0.00,11448.00,5504.00,184.00,2875.00,0.00,2885.00
2025,2,DL,Delta Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",424.00,87.00,45.05,1.72,20.26,0.00,19.97,1.00,0.00,5214.00,3321.00,176.00,779.00,0.00,938.00
2025,2,DL,Delta Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",746.00,185.00,61.85,3.33,72.72,0.00,47.10,1.00,0.00,11054.00,5659.00,288.00,2717.00,0.00,2390.00
2025,2,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",641.00,142.00,36.73,2.48,81.33,0.00,21.46,0.00,1.00,7194.00,2438.00,139.00,3076.00,0.00,1541.00
2025,2,DL,Delta Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",2131.00,338.00,106.08,15.01,116.62,0.00,100.29,6.00,2.00,21716.00,8262.00,1313.00,4505.00,0.00,7636.00
2025,2,DL,Delta Air Lines Network,SFO,"San Francisco, CA: San Francisco International",900.00,296.00,73.93,3.72,173.76,0.87,43.73,3.00,0.00,19903.00,7064.00,306.00,9060.00,33.00,3440.00
2025,2,DL,Delta Air Lines Network,SLC,"Salt Lake City, UT: Salt Lake City International",4093.00,736.00,242.08,29.50,221.49,0.00,242.93,5.00,1.00,55501.00,23417.00,5423.00,8239.00,0.00,18422.00
2025,2,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",970.00,223.00,84.36,4.02,83.30,0.00,51.32,2.00,1.00,15017.00,6241.00,783.00,4071.00,0.00,3922.00
2025,1,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",17473.00,3161.00,951.70,154.42,862.69,0.79,1191.38,852.00,26.00,305779.00,109544.00,33782.00,70085.00,31.00,92337.00
2025,1,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",776.00,134.00,53.13,6.16,45.62,0.00,29.08,16.00,1.00,10991.00,6468.00,589.00,1700.00,0.00,2234.00
2025,1,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",601.00,98.00,47.93,3.81,24.43,0.00,21.84,12.00,0.00,6123.00,3620.00,385.00,1076.00,0.00,1042.00
2025,1,DL,Delta Air Lines Network,BOS,"Boston, MA: Logan International",1829.00,329.00,138.09,10.96,65.07,1.00,113.88,26.00,2.00,30507.00,16739.00,1677.00,2625.00,49.00,9417.00
2025,1,DL,Delta Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",395.00,97.00,44.89,7.92,25.08,0.00,19.11,6.00,0.00,6763.00,2662.00,1426.00,1403.00,0.00,1272.00
2025,1,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",470.00,94.00,49.83,7.39,17.33,0.00,19.46,11.00,0.00,7442.00,4216.00,1095.00,949.00,0.00,1182.00
2025,1,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",757.00,170.00,49.13,8.11,70.58,0.00,42.18,37.00,6.00,10086.00,3176.00,1158.00,3148.00,0.00,2604.00
2025,1,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",814.00,179.00,71.25,9.32,69.12,0.00,29.30,9.00,0.00,12848.00,7478.00,1242.00,2683.00,0.00,1445.00
2025,1,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",994.00,225.00,86.13,8.78,90.38,0.00,39.71,39.00,1.00,16782.00,7480.00,666.00,5304.00,0.00,3332.00
2025,1,DL,Delta Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",4302.00,824.00,265.72,25.40,175.94,0.00,356.94,62.00,2.00,64091.00,26968.00,3841.00,7211.00,0.00,26071.00
2025,1,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",515.00,136.00,56.36,8.20,52.67,0.00,18.77,8.00,2.00,9961.00,4179.00,1363.00,2889.00,0.00,1530.00
2025,1,DL,Delta Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1135.00,311.00,106.45,17.73,131.78,0.00,55.04,22.00,1.00,18592.00,7469.00,2339.00,5327.00,0.00,3457.00
2025,1,DL,Delta Air Lines Network,IAD,"Washington, DC: Washington Dulles International",212.00,46.00,25.35,2.79,11.11,0.00,6.75,6.00,0.00,4768.00,3188.00,479.00,602.00,0.00,499.00
2025,1,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",602.00,149.00,56.29,7.91,49.94,0.00,34.85,32.00,5.00,8675.00,3210.00,1125.00,2133.00,0.00,2207.00
2025,1,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2386.00,432.00,147.85,14.46,135.54,0.00,134.15,27.00,7.00,39187.00,18324.00,3672.00,5970.00,0.00,11221.00
2025,1,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1369.00,248.00,88.61,13.63,90.88,1.00,53.88,10.00,1.00,15858.00,5872.00,2159.00,4407.00,42.00,3378.00
2025,1,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2694.00,447.00,160.62,15.08,146.05,0.00,125.25,33.00,3.00,32744.00,14202.00,3331.00,5261.00,0.00,9950.00
2025,1,DL,Delta Air Lines Network,LGA,"New York, NY: LaGuardia",2260.00,521.00,173.00,18.23,178.69,0.00,151.08,35.00,12.00,38558.00,15161.00,2157.00,9649.00,0.00,11591.00
2025,1,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1783.00,477.00,182.02,25.76,165.50,0.90,102.82,28.00,0.00,35016.00,15800.00,4186.00,6976.00,37.00,8017.00
2025,1,DL,Delta Air Lines Network,MDW,"Chicago, IL: Chicago Midway International",108.00,18.00,8.57,0.00,4.15,0.00,5.28,5.00,1.00,993.00,477.00,0.00,242.00,0.00,274.00
2025,1,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",980.00,269.00,89.25,7.06,123.66,0.00,49.03,15.00,1.00,17805.00,6394.00,1324.00,6723.00,0.00,3364.00
2025,1,DL,Delta Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4717.00,685.00,233.75,28.96,184.25,0.90,237.14,50.00,4.00,53023.00,22664.00,3736.00,6910.00,63.00,19650.00
2025,1,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",636.00,159.00,67.19,6.50,49.03,0.00,36.29,7.00,2.00,11005.00,4881.00,593.00,2810.00,0.00,2721.00
2025,1,DL,Delta Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",458.00,95.00,36.35,6.29,29.44,0.00,22.91,9.00,0.00,5356.00,1829.00,719.00,1101.00,0.00,1707.00
2025,1,DL,Delta Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",829.00,151.00,61.43,6.70,46.28,0.00,36.59,9.00,1.00,12124.00,6480.00,842.00,1727.00,0.00,3075.00
2025,1,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",705.00,124.00,37.32,10.21,49.97,0.00,26.50,6.00,7.00,8837.00,2297.00,1607.00,3171.00,0.00,1762.00
2025,1,DL,Delta Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",2364.00,338.00,130.39,15.48,78.43,1.00,112.70,21.00,5.00,28953.00,13457.00,3564.00,2777.00,39.00,9116.00
2025,1,DL,Delta Air Lines Network,SFO,"San Francisco, CA: San Francisco International",947.00,134.00,63.19,6.88,43.25,0.00,20.67,7.00,0.00,10276.00,5026.00,2349.00,1760.00,0.00,1141.00
2025,1,DL,Delta Air Lines Network,SLC,"Salt Lake City, UT: Salt Lake City International",4452.00,620.00,227.40,34.29,138.24,0.00,220.07,46.00,2.00,50144.00,23750.00,4292.00,5431.00,0.00,16671.00
2025,1,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",1044.00,269.00,101.79,10.49,90.98,0.00,65.74,21.00,0.00,16962.00,6890.00,1603.00,3982.00,0.00,4487.00
2024,12,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18697.00,3317.00,990.35,75.16,946.69,0.00,1304.80,11.00,13.00,219566.00,91810.00,10901.00,37922.00,0.00,78933.00
2024,12,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",960.00,189.00,76.00,3.61,57.75,0.00,51.63,0.00,1.00,13064.00,7134.00,515.00,2556.00,0.00,2859.00
2024,12,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",723.00,143.00,77.89,0.89,33.55,0.00,30.67,0.00,0.00,7069.00,4106.00,63.00,1429.00,0.00,1471.00
2024,12,DL,Delta Air Lines Network,BOS,"Boston, MA: Logan International",2167.00,503.00,176.59,8.62,161.72,0.00,156.08,14.00,4.00,42748.00,17669.00,2440.00,11655.00,0.00,10984.00
2024,12,DL,Delta Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",453.00,88.00,39.30,0.17,22.94,0.78,24.82,0.00,0.00,4330.00,2203.00,8.00,701.00,66.00,1352.00
2024,12,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",458.00,88.00,46.32,0.13,20.81,0.00,20.74,0.00,0.00,4756.00,2864.00,17.00,668.00,0.00,1207.00
2024,12,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",751.00,182.00,72.36,2.84,76.15,0.00,30.66,1.00,3.00,8558.00,3806.00,214.00,2914.00,0.00,1624.00
2024,12,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",987.00,202.00,92.73,5.94,46.49,0.00,56.84,0.00,0.00,12247.00,5748.00,1171.00,1740.00,0.00,3588.00
2024,12,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1012.00,249.00,110.01,2.86,76.79,0.00,59.34,1.00,13.00,16391.00,8505.00,154.00,3446.00,0.00,4286.00
2024,12,DL,Delta Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",4776.00,917.00,281.89,18.24,238.34,0.00,378.54,7.00,4.00,69939.00,29800.00,1344.00,9754.00,0.00,29041.00
2024,12,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",541.00,181.00,60.20,1.86,93.35,0.00,25.59,0.00,1.00,11166.00,5021.00,140.00,4619.00,0.00,1386.00
2024,12,DL,Delta Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1135.00,298.00,122.44,4.55,97.51,0.00,73.50,1.00,0.00,17511.00,8388.00,208.00,4202.00,0.00,4713.00
2024,12,DL,Delta Air Lines Network,IAD,"Washington, DC: Washington Dulles International",251.00,53.00,21.46,1.04,15.63,0.00,14.86,0.00,1.00,2712.00,1088.00,69.00,617.00,0.00,938.00
2024,12,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",655.00,162.00,72.73,1.99,49.28,0.00,38.00,0.00,4.00,10039.00,4716.00,963.00,1813.00,0.00,2547.00
2024,12,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2575.00,576.00,201.10,8.55,218.58,1.64,146.13,1.00,2.00,42690.00,18362.00,2435.00,9981.00,178.00,11734.00
2024,12,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1382.00,212.00,97.82,3.21,66.09,0.00,44.87,0.00,1.00,11276.00,6509.00,345.00,2214.00,0.00,2208.00
2024,12,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3048.00,508.00,236.95,5.10,125.43,0.00,140.52,1.00,6.00,37001.00,21009.00,233.00,4818.00,0.00,10941.00
2024,12,DL,Delta Air Lines Network,LGA,"New York, NY: LaGuardia",2491.00,590.00,186.15,5.64,167.05,1.27,229.88,2.00,5.00,38906.00,14857.00,385.00,7329.00,134.00,16201.00
2024,12,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1934.00,494.00,204.22,4.48,169.11,0.00,116.19,1.00,1.00,30452.00,13555.00,275.00,8017.00,0.00,8605.00
2024,12,DL,Delta Air Lines Network,MDW,"Chicago, IL: Chicago Midway International",123.00,16.00,10.62,0.26,0.06,0.00,5.06,0.00,0.00,994.00,528.00,45.00,2.00,0.00,419.00
2024,12,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",1031.00,294.00,104.62,0.49,117.90,1.00,69.99,3.00,1.00,17445.00,7056.00,21.00,6067.00,51.00,4250.00
2024,12,DL,Delta Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5393.00,917.00,276.28,29.58,216.43,1.57,393.14,3.00,3.00,68294.00,26548.00,3979.00,7972.00,125.00,29670.00
2024,12,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",854.00,182.00,91.58,0.15,49.07,0.00,41.20,0.00,0.00,9306.00,5098.00,8.00,1593.00,0.00,2607.00
2024,12,DL,Delta Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",488.00,116.00,51.59,0.41,39.52,0.00,24.48,0.00,0.00,7036.00,3667.00,143.00,1817.00,0.00,1409.00
2024,12,DL,Delta Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",929.00,203.00,88.29,2.69,62.25,0.00,49.78,0.00,2.00,13126.00,7603.00,498.00,2012.00,0.00,3013.00
2024,12,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",819.00,182.00,61.20,1.07,86.17,0.00,33.56,4.00,22.00,12439.00,4386.00,42.00,6206.00,0.00,1805.00
2024,12,DL,Delta Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",2626.00,360.00,130.56,11.97,78.22,0.00,139.25,4.00,4.00,29880.00,12002.00,3269.00,2800.00,0.00,11809.00
2024,12,DL,Delta Air Lines Network,SFO,"San Francisco, CA: San Francisco International",1027.00,256.00,81.70,0.94,128.60,0.00,44.76,0.00,1.00,13939.00,6246.00,62.00,5167.00,0.00,2464.00
2024,12,DL,Delta Air Lines Network,SLC,"Salt Lake City, UT: Salt Lake City International",4635.00,705.00,283.91,26.25,138.01,0.78,256.04,5.00,5.00,56973.00,28524.00,3941.00,5422.00,39.00,19047.00
2024,12,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",1146.00,290.00,128.40,2.48,83.13,0.62,75.38,1.00,3.00,18012.00,8994.00,382.00,3839.00,66.00,4731.00
2024,11,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18551.00,1827.00,613.61,31.97,543.40,2.64,635.39,3.00,9.00,113693.00,58162.00,4114.00,17039.00,132.00,34246.00
2024,11,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",924.00,125.00,58.81,1.00,40.43,0.00,24.76,2.00,2.00,8257.00,5360.00,17.00,1549.00,0.00,1331.00
2024,11,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",693.00,60.00,33.35,1.00,18.02,0.00,7.63,0.00,0.00,2953.00,1764.00,363.00,584.00,0.00,242.00
2024,11,DL,Delta Air Lines Network,BOS,"Boston, MA: Logan International",2173.00,284.00,96.35,4.94,111.06,0.00,71.65,1.00,1.00,18784.00,7882.00,330.00,5584.00,0.00,4988.00
2024,11,DL,Delta Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",420.00,50.00,27.25,0.00,11.10,0.00,11.65,0.00,0.00,2733.00,1988.00,0.00,406.00,0.00,339.00
2024,11,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",551.00,65.00,34.35,1.02,13.33,0.00,16.30,0.00,0.00,2965.00,1768.00,72.00,450.00,0.00,675.00
2024,11,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",754.00,97.00,46.06,1.48,34.90,0.00,14.56,0.00,3.00,3852.00,2254.00,42.00,1095.00,0.00,461.00
2024,11,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",901.00,144.00,52.52,0.00,69.71,0.00,21.77,0.00,0.00,7135.00,3695.00,0.00,2610.00,0.00,830.00
2024,11,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1029.00,165.00,71.18,1.98,62.81,0.00,29.03,1.00,15.00,10583.00,5292.00,841.00,2814.00,0.00,1636.00
